order_id,order_date,order_hour,order_weekday,is_weekend,is_holiday,is_sale_period,customer_city,customer_state,customer_zone,customer_tier,warehouse_id,warehouse_city,same_zone_delivery,product_category,product_weight_g,product_price_inr,discount_percent,final_price_inr,shipping_mode,payment_method,promised_days,actual_days,promised_date,actual_date,delay_days,is_delayed,delay_category,delivery_attempts,customer_rating,return_requested,weather_conditions,traffic_conditions
FK2023006753,2023-04-03,15,Monday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH002,Mumbai,0,Beauty,218,1776.96,20,1421.57,Express,UPI,3,3,2023-04-06,2023-04-06,0,0,On Time,1,4,0,Clear,Moderate
FK2023006754,2023-03-10,8,Friday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH002,Mumbai,0,Home & Kitchen,2394,8397.99,40,5038.79,Standard,Debit Card,6,10,2023-03-16,2023-03-20,4,1,Moderate Delay,2,3,0,Fog,Heavy
FK2023006755,2023-07-27,3,Thursday,0,0,0,Ujjain,Madhya Pradesh,Central,Tier3,WH001,Delhi,0,Fashion,142,4038.61,40,2423.17,Standard,EMI,6,11,2023-08-02,2023-08-07,5,1,Moderate Delay,1,2,0,Clear,Light
FK2023006756,2023-04-15,7,Saturday,1,0,0,Agra,Uttar Pradesh,North,Tier3,WH002,Mumbai,0,Automotive,1016,8749.42,50,4374.71,Standard,UPI,6,9,2023-04-21,2023-04-24,3,1,Moderate Delay,2,3,0,Rain,Heavy
FK2023006757,2023-05-05,21,Friday,0,0,0,Vadodara,Gujarat,West,Tier2,WH001,Delhi,0,Furniture,4203,23944.53,25,17958.4,Standard,Cash on Delivery,7,7,2023-05-12,2023-05-12,0,0,On Time,1,4,0,Fog,Heavy
FK2023006758,2023-06-27,10,Tuesday,0,0,0,Kochi,Kerala,South,Tier2,WH001,Delhi,0,Beauty,142,575.6,10,518.04,Standard,UPI,5,5,2023-07-02,2023-07-02,0,0,On Time,1,4,0,Clear,Moderate
FK2023006759,2023-04-09,15,Sunday,1,0,0,Chandigarh,Punjab,North,Tier2,WH004,Kolkata,0,Toys,1752,1251.58,30,876.11,Standard,Credit Card,6,10,2023-04-15,2023-04-19,4,1,Moderate Delay,1,2,0,Rain,Moderate
FK2023006760,2023-04-16,17,Sunday,1,0,0,Guwahati,Assam,East,Tier3,WH008,Pune,0,Toys,1787,3074.99,30,2152.49,Standard,Credit Card,7,7,2023-04-23,2023-04-23,0,0,On Time,1,4,0,Clear,Light
FK2023006761,2023-05-29,10,Monday,0,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH005,Hyderabad,1,Fashion,386,970.99,0,970.99,Express,Cash on Delivery,2,2,2023-05-31,2023-05-31,0,0,On Time,1,5,0,Clear,Heavy
FK2023006762,2023-06-02,14,Friday,0,0,0,Amritsar,Punjab,North,Tier3,WH001,Delhi,1,Books,261,734.32,10,660.89,Standard,Cash on Delivery,4,4,2023-06-06,2023-06-06,0,0,On Time,1,5,0,Clear,Light
FK2023006763,2023-04-15,12,Saturday,1,0,0,Jaipur,Rajasthan,North,Tier2,WH003,Bengaluru,0,Sports,2709,6164.7,50,3082.35,Express,UPI,3,3,2023-04-18,2023-04-18,0,0,On Time,1,4,0,Clear,Moderate
FK2023006764,2023-03-31,19,Friday,0,0,0,Ahmedabad,Gujarat,West,Tier1,WH007,Chandigarh,0,Books,429,530.91,25,398.18,Same-Day,UPI,1,1,2023-04-01,2023-04-01,0,0,On Time,1,5,0,Clear,Light
FK2023006765,2023-03-07,18,Tuesday,0,0,0,Hyderabad,Telangana,South,Tier1,WH007,Chandigarh,0,Fashion,203,3749.5,5,3562.02,Standard,Credit Card,7,9,2023-03-14,2023-03-16,2,1,Slight Delay,1,4,0,Clear,Heavy
FK2023006766,2023-09-21,16,Thursday,0,0,0,Bengaluru,Karnataka,South,Tier1,WH004,Kolkata,0,Furniture,6637,12113.79,0,12113.79,Express,Debit Card,3,2,2023-09-24,2023-09-23,-1,0,Early,1,4,0,Fog,Heavy
FK2023006767,2023-12-18,13,Monday,0,0,0,Vadodara,Gujarat,West,Tier2,WH006,Bhopal,0,Furniture,4868,26283.99,70,7885.2,Standard,Debit Card,6,5,2023-12-24,2023-12-23,-1,0,Early,1,5,0,Storm,Heavy
FK2023006768,2023-03-13,12,Monday,0,0,0,Agra,Uttar Pradesh,North,Tier3,WH006,Bhopal,0,Books,737,628.66,70,188.6,Standard,UPI,7,7,2023-03-20,2023-03-20,0,0,On Time,1,4,1,Clear,Moderate
FK2023006769,2023-02-02,2,Thursday,0,0,0,Delhi,Delhi,North,Tier1,WH003,Bengaluru,0,Furniture,5377,43897.69,5,41702.81,Express,Net Banking,3,11,2023-02-05,2023-02-13,8,1,Severe Delay,1,1,1,Rain,Heavy
FK2023006770,2023-08-27,14,Sunday,1,0,0,Nagpur,Maharashtra,West,Tier2,WH001,Delhi,0,Books,187,617.03,70,185.11,Standard,Debit Card,6,6,2023-09-02,2023-09-02,0,0,On Time,1,5,0,Clear,Moderate
FK2023006771,2023-08-06,14,Sunday,1,0,0,Surat,Gujarat,West,Tier2,WH004,Kolkata,0,Beauty,291,401.13,70,120.34,Standard,UPI,7,9,2023-08-13,2023-08-15,2,1,Slight Delay,1,3,0,Clear,Heavy
FK2023006772,2023-11-12,16,Sunday,1,0,0,Guwahati,Assam,East,Tier3,WH003,Bengaluru,0,Furniture,8379,22100.58,5,20995.55,Standard,UPI,7,8,2023-11-19,2023-11-20,1,1,Slight Delay,1,3,0,Clear,Moderate
FK2023006773,2023-05-07,11,Sunday,1,0,0,Kochi,Kerala,South,Tier2,WH006,Bhopal,0,Automotive,3808,13055.77,50,6527.89,Standard,Credit Card,6,7,2023-05-13,2023-05-14,1,1,Slight Delay,2,4,0,Rain,Light
FK2023006774,2023-06-22,20,Thursday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH004,Kolkata,0,Grocery,2641,338.32,60,135.33,Express,EMI,3,2,2023-06-25,2023-06-24,-1,0,Early,1,4,0,Clear,Moderate
FK2023006775,2023-01-26,17,Thursday,0,1,0,Mysuru,Karnataka,South,Tier3,WH005,Hyderabad,1,Electronics,2070,39261.47,15,33372.25,Standard,Net Banking,4,5,2023-01-30,2023-01-31,1,1,Slight Delay,1,3,0,Fog,Moderate
FK2023006776,2023-07-04,18,Tuesday,0,0,0,Hyderabad,Telangana,South,Tier1,WH004,Kolkata,0,Fashion,813,1279.71,70,383.91,Standard,Credit Card,5,6,2023-07-09,2023-07-10,1,1,Slight Delay,1,4,0,Clear,Light
FK2023006777,2023-03-21,10,Tuesday,0,0,0,Siliguri,West Bengal,East,Tier3,WH006,Bhopal,0,Home & Kitchen,6603,988.23,40,592.94,Standard,Debit Card,7,7,2023-03-28,2023-03-28,0,0,On Time,1,4,0,Rain,Heavy
FK2023006778,2023-06-18,2,Sunday,1,0,0,Surat,Gujarat,West,Tier2,WH002,Mumbai,1,Automotive,1893,3170.34,70,951.1,Express,UPI,2,2,2023-06-20,2023-06-20,0,0,On Time,1,4,0,Clear,Moderate
FK2023006779,2023-06-25,22,Sunday,1,0,0,Amritsar,Punjab,North,Tier3,WH004,Kolkata,0,Electronics,2553,48830.25,25,36622.69,Express,Credit Card,3,3,2023-06-28,2023-06-28,0,0,On Time,1,4,0,Storm,Light
FK2023006780,2023-07-26,16,Wednesday,0,0,0,Jabalpur,Madhya Pradesh,Central,Tier3,WH001,Delhi,0,Grocery,3318,839.07,5,797.12,Standard,Credit Card,5,8,2023-07-31,2023-08-03,3,1,Moderate Delay,2,3,0,Rain,Moderate
FK2023006781,2023-12-25,15,Monday,0,1,1,Ahmedabad,Gujarat,West,Tier1,WH003,Bengaluru,0,Sports,1556,5005.12,60,2002.05,Express,Debit Card,3,3,2023-12-28,2023-12-28,0,0,On Time,1,3,0,Clear,Light
FK2023006782,2023-05-30,20,Tuesday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH002,Mumbai,0,Furniture,18507,26836.34,25,20127.26,Express,Debit Card,3,7,2023-06-02,2023-06-06,4,1,Moderate Delay,2,2,0,Clear,Heavy
FK2023006783,2023-03-23,19,Thursday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH004,Kolkata,0,Furniture,13248,42663.07,50,21331.53,Express,EMI,3,10,2023-03-26,2023-04-02,7,1,Severe Delay,2,1,0,Rain,Heavy
FK2023006784,2023-03-28,10,Tuesday,0,0,0,Amritsar,Punjab,North,Tier3,WH002,Mumbai,0,Toys,1736,4779.82,5,4540.83,Express,Cash on Delivery,3,3,2023-03-31,2023-03-31,0,0,On Time,1,4,0,Clear,Heavy
FK2023006785,2023-05-22,10,Monday,0,0,0,Jabalpur,Madhya Pradesh,Central,Tier3,WH008,Pune,0,Grocery,2911,149.81,30,104.87,Standard,Debit Card,6,7,2023-05-28,2023-05-29,1,1,Slight Delay,1,4,0,Fog,Light
FK2023006786,2023-10-22,17,Sunday,1,0,0,Jaipur,Rajasthan,North,Tier2,WH007,Chandigarh,1,Fashion,447,4732.51,30,3312.76,Standard,UPI,4,4,2023-10-26,2023-10-26,0,0,On Time,1,5,0,Fog,Moderate
FK2023006787,2023-08-14,7,Monday,0,0,0,Ahmedabad,Gujarat,West,Tier1,WH003,Bengaluru,0,Furniture,5062,46898.2,10,42208.38,Express,Credit Card,3,8,2023-08-17,2023-08-22,5,1,Moderate Delay,2,2,0,Fog,Moderate
FK2023006788,2023-03-10,19,Friday,0,0,0,Mumbai,Maharashtra,West,Tier1,WH006,Bhopal,0,Sports,1062,1528.49,60,611.4,Standard,UPI,7,7,2023-03-17,2023-03-17,0,0,On Time,1,5,0,Fog,Moderate
FK2023006789,2023-01-13,20,Friday,0,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH005,Hyderabad,1,Furniture,17952,36194.51,20,28955.61,Standard,UPI,4,4,2023-01-17,2023-01-17,0,0,On Time,1,5,0,Fog,Moderate
FK2023006790,2023-04-08,16,Saturday,1,0,0,Siliguri,West Bengal,East,Tier3,WH006,Bhopal,0,Grocery,287,68.38,40,41.03,Express,Net Banking,3,4,2023-04-11,2023-04-12,1,1,Slight Delay,1,4,0,Fog,Heavy
FK2023006791,2023-07-29,21,Saturday,1,0,0,Mumbai,Maharashtra,West,Tier1,WH004,Kolkata,0,Furniture,19188,29648.33,50,14824.17,Same-Day,Cash on Delivery,1,1,2023-07-30,2023-07-30,0,0,On Time,1,4,0,Fog,Moderate
FK2023006792,2023-08-12,19,Saturday,1,0,0,Siliguri,West Bengal,East,Tier3,WH006,Bhopal,0,Electronics,1050,21692.12,0,21692.12,Standard,Credit Card,7,6,2023-08-19,2023-08-18,-1,0,Early,1,4,0,Clear,Light
FK2023006793,2023-10-26,18,Thursday,0,0,0,Amritsar,Punjab,North,Tier3,WH006,Bhopal,0,Automotive,2587,18610.2,25,13957.65,Express,UPI,3,3,2023-10-29,2023-10-29,0,0,On Time,1,5,0,Clear,Light
FK2023006794,2023-07-24,14,Monday,0,0,1,Nagpur,Maharashtra,West,Tier2,WH004,Kolkata,0,Home & Kitchen,5845,4500.88,15,3825.75,Express,Credit Card,3,10,2023-07-27,2023-08-03,7,1,Severe Delay,3,2,0,Clear,Moderate
FK2023006795,2023-10-16,9,Monday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH004,Kolkata,1,Beauty,453,503.33,0,503.33,Express,Credit Card,2,2,2023-10-18,2023-10-18,0,0,On Time,1,5,0,Clear,Heavy
FK2023006796,2023-03-01,19,Wednesday,0,0,0,Raipur,Chhattisgarh,Central,Tier3,WH002,Mumbai,0,Home & Kitchen,3355,11282.06,70,3384.62,Express,UPI,3,3,2023-03-04,2023-03-04,0,0,On Time,1,5,0,Clear,Moderate
FK2023006797,2023-08-24,8,Thursday,0,0,0,Chandigarh,Punjab,North,Tier2,WH007,Chandigarh,1,Fashion,306,1450.05,50,725.02,Standard,UPI,4,4,2023-08-28,2023-08-28,0,0,On Time,1,5,0,Storm,Light
FK2023006798,2023-12-10,14,Sunday,1,0,0,Kochi,Kerala,South,Tier2,WH001,Delhi,0,Furniture,6257,6166.38,40,3699.83,Same-Day,Credit Card,1,3,2023-12-11,2023-12-13,2,1,Slight Delay,2,3,0,Clear,Heavy
FK2023006799,2023-10-01,10,Sunday,1,0,0,Chandigarh,Punjab,North,Tier2,WH003,Bengaluru,0,Electronics,2733,63402.73,70,19020.82,Standard,Credit Card,5,12,2023-10-06,2023-10-13,7,1,Severe Delay,2,1,1,Clear,Moderate
FK2023006800,2023-01-15,11,Sunday,1,0,0,Mysuru,Karnataka,South,Tier3,WH004,Kolkata,0,Furniture,11016,35073.37,50,17536.69,Express,Debit Card,3,3,2023-01-18,2023-01-18,0,0,On Time,1,5,0,Clear,Moderate
FK2023006801,2023-02-21,11,Tuesday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH001,Delhi,1,Automotive,2844,10054.81,60,4021.92,Standard,UPI,4,4,2023-02-25,2023-02-25,0,0,On Time,1,5,0,Clear,Moderate
FK2023006802,2023-07-22,8,Saturday,1,0,1,Surat,Gujarat,West,Tier2,WH004,Kolkata,0,Grocery,4160,734.26,10,660.83,Standard,UPI,5,9,2023-07-27,2023-07-31,4,1,Moderate Delay,3,3,0,Storm,Moderate
FK2023006803,2023-04-13,22,Thursday,0,0,0,Pune,Maharashtra,West,Tier1,WH005,Hyderabad,0,Sports,2519,5418.78,50,2709.39,Standard,UPI,5,7,2023-04-18,2023-04-20,2,1,Slight Delay,2,4,0,Fog,Moderate
FK2023006804,2023-07-12,13,Wednesday,0,0,0,Guwahati,Assam,East,Tier3,WH008,Pune,0,Electronics,1820,11327.1,40,6796.26,Standard,UPI,7,9,2023-07-19,2023-07-21,2,1,Slight Delay,1,2,0,Clear,Moderate
FK2023006805,2023-02-21,16,Tuesday,0,0,0,Ujjain,Madhya Pradesh,Central,Tier3,WH001,Delhi,0,Toys,1237,2714.83,30,1900.38,Standard,Net Banking,7,11,2023-02-28,2023-03-04,4,1,Moderate Delay,3,1,0,Clear,Heavy
FK2023006806,2023-06-16,13,Friday,0,0,0,Ahmedabad,Gujarat,West,Tier1,WH004,Kolkata,0,Automotive,4984,768.0,30,537.6,Express,Cash on Delivery,3,13,2023-06-19,2023-06-29,10,1,Severe Delay,3,2,1,Rain,Moderate
FK2023006807,2023-09-08,19,Friday,0,0,0,Mumbai,Maharashtra,West,Tier1,WH006,Bhopal,0,Sports,2783,5993.06,30,4195.14,Express,Debit Card,3,7,2023-09-11,2023-09-15,4,1,Moderate Delay,1,1,0,Clear,Heavy
FK2023006808,2023-08-19,9,Saturday,1,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH004,Kolkata,0,Fashion,364,2174.51,30,1522.16,Standard,UPI,6,7,2023-08-25,2023-08-26,1,1,Slight Delay,2,3,0,Fog,Moderate
FK2023006809,2023-11-02,15,Thursday,0,0,0,Agra,Uttar Pradesh,North,Tier3,WH006,Bhopal,0,Sports,757,724.69,30,507.28,Express,Credit Card,3,2,2023-11-05,2023-11-04,-1,0,Early,1,5,0,Clear,Light
FK2023006810,2023-10-09,15,Monday,0,0,1,Jabalpur,Madhya Pradesh,Central,Tier3,WH004,Kolkata,0,Electronics,3811,44651.23,25,33488.42,Standard,Debit Card,7,9,2023-10-16,2023-10-18,2,1,Slight Delay,1,4,0,Rain,Heavy
FK2023006811,2023-09-15,16,Friday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH002,Mumbai,1,Electronics,3902,67321.54,10,60589.39,Standard,Credit Card,4,3,2023-09-19,2023-09-18,-1,0,Early,1,5,0,Rain,Light
FK2023006812,2023-04-19,19,Wednesday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH003,Bengaluru,0,Beauty,483,650.54,30,455.38,Standard,Cash on Delivery,5,9,2023-04-24,2023-04-28,4,1,Moderate Delay,2,2,0,Fog,Heavy
FK2023006813,2023-06-11,22,Sunday,1,0,0,Guwahati,Assam,East,Tier3,WH001,Delhi,0,Electronics,4335,24855.57,60,9942.23,Standard,Cash on Delivery,6,8,2023-06-17,2023-06-19,2,1,Slight Delay,2,3,0,Rain,Heavy
FK2023006814,2023-09-22,16,Friday,0,0,0,Lucknow,Uttar Pradesh,North,Tier2,WH001,Delhi,1,Fashion,812,2043.07,20,1634.46,Express,Net Banking,2,2,2023-09-24,2023-09-24,0,0,On Time,1,4,0,Rain,Light
FK2023006815,2023-07-17,20,Monday,0,0,0,Lucknow,Uttar Pradesh,North,Tier2,WH008,Pune,0,Electronics,1550,70626.16,0,70626.16,Express,Credit Card,3,3,2023-07-20,2023-07-20,0,0,On Time,1,5,0,Clear,Moderate
FK2023006816,2023-01-14,10,Saturday,1,0,0,Agra,Uttar Pradesh,North,Tier3,WH001,Delhi,1,Electronics,3597,49548.14,40,29728.88,Same-Day,UPI,1,1,2023-01-15,2023-01-15,0,0,On Time,1,5,0,Clear,Moderate
FK2023006817,2023-04-18,14,Tuesday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH006,Bhopal,1,Sports,1911,3935.31,30,2754.72,Standard,Net Banking,4,8,2023-04-22,2023-04-26,4,1,Moderate Delay,2,2,1,Clear,Light
FK2023006818,2023-12-30,16,Saturday,1,0,0,Mysuru,Karnataka,South,Tier3,WH005,Hyderabad,1,Grocery,684,612.06,20,489.65,Same-Day,Net Banking,1,1,2023-12-31,2023-12-31,0,0,On Time,1,4,0,Fog,Moderate
FK2023006819,2023-05-05,14,Friday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH004,Kolkata,0,Automotive,4003,8777.42,70,2633.23,Express,UPI,3,3,2023-05-08,2023-05-08,0,0,On Time,1,5,0,Fog,Heavy
FK2023006820,2023-01-17,17,Tuesday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH005,Hyderabad,0,Fashion,840,1876.34,15,1594.89,Express,UPI,3,6,2023-01-20,2023-01-23,3,1,Moderate Delay,2,2,1,Rain,Heavy
FK2023006821,2023-02-24,4,Friday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH006,Bhopal,1,Automotive,724,11089.16,30,7762.41,Express,UPI,2,3,2023-02-26,2023-02-27,1,1,Slight Delay,2,3,0,Fog,Moderate
FK2023006822,2023-09-12,9,Tuesday,0,0,0,Agra,Uttar Pradesh,North,Tier3,WH004,Kolkata,0,Home & Kitchen,1195,3144.72,5,2987.48,Standard,UPI,5,7,2023-09-17,2023-09-19,2,1,Slight Delay,1,3,0,Rain,Moderate
FK2023006823,2023-01-07,8,Saturday,1,0,0,Patna,Bihar,East,Tier3,WH003,Bengaluru,0,Furniture,4517,42808.46,70,12842.54,Standard,Credit Card,6,9,2023-01-13,2023-01-16,3,1,Moderate Delay,1,2,0,Rain,Heavy
FK2023006824,2023-12-02,12,Saturday,1,0,0,Hyderabad,Telangana,South,Tier1,WH002,Mumbai,0,Fashion,974,3016.36,5,2865.54,Express,Credit Card,3,3,2023-12-05,2023-12-05,0,0,On Time,1,4,0,Storm,Light
FK2023006825,2023-10-26,16,Thursday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH006,Bhopal,0,Automotive,4854,1235.18,20,988.14,Standard,Cash on Delivery,7,7,2023-11-02,2023-11-02,0,0,On Time,1,4,0,Clear,Light
FK2023006826,2023-01-08,9,Sunday,1,0,0,Raipur,Chhattisgarh,Central,Tier3,WH003,Bengaluru,0,Automotive,1179,12844.34,20,10275.47,Standard,Credit Card,5,10,2023-01-13,2023-01-18,5,1,Moderate Delay,2,2,1,Fog,Heavy
FK2023006827,2023-04-03,9,Monday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH008,Pune,0,Automotive,4170,10425.89,60,4170.36,Standard,UPI,7,10,2023-04-10,2023-04-13,3,1,Moderate Delay,1,2,0,Clear,Light
FK2023006828,2023-10-29,19,Sunday,1,0,0,Amritsar,Punjab,North,Tier3,WH004,Kolkata,0,Home & Kitchen,6555,8140.78,15,6919.66,Express,Credit Card,3,3,2023-11-01,2023-11-01,0,0,On Time,1,5,0,Clear,Moderate
FK2023006829,2023-10-13,10,Friday,0,0,1,Ujjain,Madhya Pradesh,Central,Tier3,WH008,Pune,0,Beauty,465,521.14,40,312.68,Standard,Net Banking,6,14,2023-10-19,2023-10-27,8,1,Severe Delay,1,1,0,Rain,Heavy
FK2023006830,2023-08-09,19,Wednesday,0,0,0,Amritsar,Punjab,North,Tier3,WH007,Chandigarh,1,Home & Kitchen,5788,12836.22,50,6418.11,Standard,UPI,4,4,2023-08-13,2023-08-13,0,0,On Time,1,5,0,Clear,Light
FK2023006831,2023-02-06,16,Monday,0,0,0,Hyderabad,Telangana,South,Tier1,WH001,Delhi,0,Books,351,204.38,60,81.75,Express,Cash on Delivery,3,4,2023-02-09,2023-02-10,1,1,Slight Delay,1,4,0,Rain,Moderate
FK2023006832,2023-11-10,13,Friday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH004,Kolkata,0,Furniture,11324,15245.83,40,9147.5,Express,UPI,3,2,2023-11-13,2023-11-12,-1,0,Early,1,4,0,Clear,Light
FK2023006833,2023-05-27,9,Saturday,1,0,0,Siliguri,West Bengal,East,Tier3,WH004,Kolkata,1,Electronics,703,24709.87,50,12354.93,Express,UPI,2,2,2023-05-29,2023-05-29,0,0,On Time,1,5,0,Clear,Light
FK2023006834,2023-02-21,18,Tuesday,0,0,0,Indore,Madhya Pradesh,Central,Tier2,WH007,Chandigarh,0,Books,254,362.01,10,325.81,Express,UPI,3,3,2023-02-24,2023-02-24,0,0,On Time,1,4,0,Fog,Heavy
FK2023006835,2023-12-20,10,Wednesday,0,0,1,Ujjain,Madhya Pradesh,Central,Tier3,WH004,Kolkata,0,Automotive,2866,2675.36,70,802.61,Standard,Credit Card,6,13,2023-12-26,2024-01-02,7,1,Severe Delay,2,1,1,Fog,Moderate
FK2023006836,2023-12-28,20,Thursday,0,0,0,Jaipur,Rajasthan,North,Tier2,WH007,Chandigarh,1,Beauty,412,1092.57,15,928.68,Standard,Credit Card,3,3,2023-12-31,2023-12-31,0,0,On Time,1,5,0,Clear,Heavy
FK2023006837,2023-01-03,10,Tuesday,0,0,1,Mumbai,Maharashtra,West,Tier1,WH006,Bhopal,0,Sports,2192,4511.82,50,2255.91,Express,UPI,3,11,2023-01-06,2023-01-14,8,1,Severe Delay,2,2,1,Clear,Heavy
FK2023006838,2023-02-10,20,Friday,0,0,0,Raipur,Chhattisgarh,Central,Tier3,WH002,Mumbai,0,Books,279,456.88,15,388.35,Standard,Net Banking,5,10,2023-02-15,2023-02-20,5,1,Moderate Delay,2,4,0,Fog,Heavy
FK2023006839,2023-02-09,13,Thursday,0,0,0,Nagpur,Maharashtra,West,Tier2,WH007,Chandigarh,0,Electronics,3153,37358.37,25,28018.78,Standard,UPI,6,9,2023-02-15,2023-02-18,3,1,Moderate Delay,1,2,1,Clear,Light
FK2023006840,2023-08-18,13,Friday,0,0,0,Surat,Gujarat,West,Tier2,WH008,Pune,1,Fashion,139,4475.44,60,1790.18,Same-Day,Debit Card,1,1,2023-08-19,2023-08-19,0,0,On Time,1,4,0,Storm,Moderate
FK2023006841,2023-03-11,20,Saturday,1,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH003,Bengaluru,0,Electronics,2170,47789.8,15,40621.33,Express,UPI,3,3,2023-03-14,2023-03-14,0,0,On Time,1,5,0,Fog,Moderate
FK2023006842,2023-01-31,16,Tuesday,0,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH008,Pune,0,Toys,596,3452.05,40,2071.23,Standard,Credit Card,6,6,2023-02-06,2023-02-06,0,0,On Time,1,4,0,Clear,Heavy
FK2023006843,2023-01-18,11,Wednesday,0,0,0,Ranchi,Jharkhand,East,Tier3,WH003,Bengaluru,0,Books,278,328.76,70,98.63,Standard,Credit Card,5,5,2023-01-23,2023-01-23,0,0,On Time,1,5,0,Clear,Moderate
FK2023006844,2023-04-18,19,Tuesday,0,0,0,Mumbai,Maharashtra,West,Tier1,WH007,Chandigarh,0,Grocery,1030,680.95,40,408.57,Standard,UPI,7,7,2023-04-25,2023-04-25,0,0,On Time,1,5,0,Clear,Light
FK2023006845,2023-09-04,6,Monday,0,0,0,Agra,Uttar Pradesh,North,Tier3,WH003,Bengaluru,0,Sports,306,6910.87,60,2764.35,Standard,Cash on Delivery,6,7,2023-09-10,2023-09-11,1,1,Slight Delay,1,4,0,Clear,Heavy
FK2023006846,2023-12-06,17,Wednesday,0,0,0,Kochi,Kerala,South,Tier2,WH006,Bhopal,0,Toys,607,2478.61,40,1487.17,Standard,Credit Card,5,5,2023-12-11,2023-12-11,0,0,On Time,1,5,0,Clear,Heavy
FK2023006847,2023-04-07,18,Friday,0,1,0,Ahmedabad,Gujarat,West,Tier1,WH007,Chandigarh,0,Grocery,3956,508.88,20,407.1,Express,Debit Card,3,3,2023-04-10,2023-04-10,0,0,On Time,1,5,0,Clear,Moderate
FK2023006848,2023-12-24,13,Sunday,1,0,1,Kolkata,West Bengal,East,Tier1,WH005,Hyderabad,0,Toys,394,4320.24,15,3672.2,Express,UPI,3,3,2023-12-27,2023-12-27,0,0,On Time,1,5,0,Clear,Moderate
FK2023006849,2023-08-20,8,Sunday,1,0,0,Bhubaneswar,Odisha,East,Tier2,WH006,Bhopal,0,Grocery,3720,769.2,20,615.36,Standard,Cash on Delivery,6,5,2023-08-26,2023-08-25,-1,0,Early,1,5,0,Clear,Light
FK2023006850,2023-12-14,12,Thursday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH003,Bengaluru,0,Toys,640,2411.7,10,2170.53,Standard,UPI,7,8,2023-12-21,2023-12-22,1,1,Slight Delay,2,4,0,Fog,Heavy
FK2023006851,2023-08-03,8,Thursday,0,0,0,Gwalior,Madhya Pradesh,Central,Tier3,WH001,Delhi,0,Fashion,777,3275.72,50,1637.86,Standard,EMI,6,11,2023-08-09,2023-08-14,5,1,Moderate Delay,3,2,0,Fog,Heavy
FK2023006852,2023-02-23,5,Thursday,0,0,0,Delhi,Delhi,North,Tier1,WH006,Bhopal,0,Beauty,475,208.69,40,125.21,Express,UPI,3,3,2023-02-26,2023-02-26,0,0,On Time,1,5,0,Fog,Light
FK2023006853,2023-05-08,18,Monday,0,0,0,Coimbatore,Tamil Nadu,South,Tier3,WH006,Bhopal,0,Fashion,328,3042.14,25,2281.61,Express,Debit Card,3,4,2023-05-11,2023-05-12,1,1,Slight Delay,2,4,0,Fog,Moderate
FK2023006854,2023-08-24,10,Thursday,0,0,0,Ahmedabad,Gujarat,West,Tier1,WH007,Chandigarh,0,Grocery,2282,639.06,0,639.06,Standard,Credit Card,7,7,2023-08-31,2023-08-31,0,0,On Time,1,4,0,Rain,Light
FK2023006855,2023-07-08,9,Saturday,1,0,0,Amritsar,Punjab,North,Tier3,WH007,Chandigarh,1,Furniture,4041,29282.93,0,29282.93,Standard,Credit Card,3,3,2023-07-11,2023-07-11,0,0,On Time,1,4,0,Clear,Moderate
FK2023006856,2023-09-16,12,Saturday,1,0,0,Bengaluru,Karnataka,South,Tier1,WH004,Kolkata,0,Sports,2017,5538.97,30,3877.28,Standard,UPI,6,10,2023-09-22,2023-09-26,4,1,Moderate Delay,1,3,1,Rain,Moderate
FK2023006857,2023-12-26,19,Tuesday,0,0,1,Jaipur,Rajasthan,North,Tier2,WH008,Pune,0,Toys,1310,1815.15,50,907.58,Standard,Debit Card,6,6,2024-01-01,2024-01-01,0,0,On Time,1,5,0,Rain,Light
FK2023006858,2023-01-27,13,Friday,0,0,0,Mysuru,Karnataka,South,Tier3,WH005,Hyderabad,1,Toys,1018,2006.69,30,1404.68,Standard,Cash on Delivery,3,7,2023-01-30,2023-02-03,4,1,Moderate Delay,1,1,1,Rain,Heavy
